Player,Position,Weight,Team,Nationality,Year,Region,Selection_Type,Height_Feet,Height_Inch,Height_In_Inches,NBA_Draft_Year,NBA_Draft_Round,NBA_Draft_Pick
Dikembe Mutombo,C,260,Denver Nuggets,Democratic Republic of the Congo,1995,Western,Replacement,7,2,86,1991.0,1.0,4.0
Dikembe Mutombo,C,260,Denver Nuggets,Democratic Republic of the Congo,1996,West,Coaches,7,2,86,1991.0,1.0,4.0
Dikembe Mutombo,C,260,Philadelphia Sixers,Democratic Republic of the Congo,2002,East,Fans,7,2,86,1991.0,1.0,4.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2002,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2003,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2004,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2005,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2006,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2007,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2008,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2009,West,Coaches,7,0,84,1998.0,1.0,9.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2010,West,Coaches,7,0,84,1998.0,1.0,9.0
Doc Rivers,G,185,Atlanta Hawks,United States,1988,East,Coaches,6,4,76,1983.0,2.0,7.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1986,East,Coaches,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1987,East,Fans,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1988,East,Fans,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1989,East,Fans,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1990,East,Coaches,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1991,East,Coaches,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1992,East,Coaches,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1993,East,Coaches,6,7,79,1982.0,1.0,3.0
Dominique Wilkins,SF,200,Atlanta Hawks,United States,1994,East,Coaches,6,7,79,1982.0,1.0,3.0
Dwight Howard,C,265,Orlando Magic,United States,2007,East,Coaches,6,11,83,2004.0,1.0,1.0
Dwight Howard,C,265,Orlando Magic,United States,2008,East,Fans,6,11,83,2004.0,1.0,1.0
Dwight Howard,C,265,Orlando Magic,United States,2009,East,Fans,6,11,83,2004.0,1.0,1.0
Dwight Howard,C,265,Orlando Magic,United States,2010,East,Fans,6,11,83,2004.0,1.0,1.0
Dwyane Wade,SG,220,Miami Heat,United States,2005,East,Coaches,6,4,76,2003.0,1.0,5.0
Dwyane Wade,SG,220,Miami Heat,United States,2006,East,Fans,6,4,76,2003.0,1.0,5.0
Dwyane Wade,SG,220,Miami Heat,United States,2007,East,Fans,6,4,76,2003.0,1.0,5.0
Dwyane Wade,SG,220,Miami Heat,United States,2008,East,Fans,6,4,76,2003.0,1.0,5.0
Dwyane Wade,SG,220,Miami Heat,United States,2009,East,Fans,6,4,76,2003.0,1.0,5.0
Dwyane Wade,SG,220,Miami Heat,United States,2010,East,Fans,6,4,76,2003.0,1.0,5.0
"Eddie Johnson, Jr.",G,180,Atlanta Hawks,United States,1980,East,Fans,6,2,74,1977.0,3.0,5.0
"Eddie Johnson, Jr.",G,180,Atlanta Hawks,United States,1981,East,Fans,6,2,74,1977.0,3.0,5.0
Eddie Jones,G-F,200,Charlotte Hornets,United States,2000,East,Fans,6,6,78,1994.0,1.0,10.0
Eddie Jones,G-F,200,Los Angeles Lakers,United States,1997,West,Coaches,6,6,78,1994.0,1.0,10.0
Eddie Jones,G-F,200,Los Angeles Lakers,United States,1998,West,Coaches,6,6,78,1994.0,1.0,10.0
Elton Brand,PF,254,Los Angeles Clippers,United States,2002,Western,Replacement,6,9,81,1999.0,1.0,1.0
Elton Brand,PF,254,Los Angeles Clippers,United States,2006,West,Coaches,6,9,81,1999.0,1.0,1.0
Elvin Hayes,FC,235,Washington Bullets,United States,1980,East,Coaches,6,9,81,1968.0,1.0,1.0
Fat Lever,PG,170,Denver Nuggets,United States,1988,West,Fans,6,3,75,1982.0,1.0,11.0
Fat Lever,PG,170,Denver Nuggets,United States,1990,West,Coaches,6,3,75,1982.0,1.0,11.0
Gary Payton,G,180,Seattle SuperSonics,United States,1994,Western,Replacement,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,1995,West,Coaches,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,1996,West,Coaches,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,1997,West,Fans,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,1998,West,Fans,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,2000,West,Coaches,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,2001,West,Coaches,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,2002,West,Coaches,6,4,76,1990.0,1.0,2.0
Gary Payton,G,180,Seattle SuperSonics,United States,2003,West,Coaches,6,4,76,1990.0,1.0,2.0
George Gervin,GF,180,San Antonio Spurs,United States,1980,East,Fans,6,7,79,1974.0,3.0,4.0
George Gervin,GF,180,San Antonio Spurs,United States,1981,West,Fans,6,7,79,1974.0,3.0,4.0
George Gervin,GF,180,San Antonio Spurs,United States,1982,West,Fans,6,7,79,1974.0,3.0,4.0
George Gervin,GF,180,San Antonio Spurs,United States,1983,West,Coaches,6,7,79,1974.0,3.0,4.0
George Gervin,GF,180,San Antonio Spurs,United States,1984,West,Fans,6,7,79,1974.0,3.0,4.0
George Gervin,GF,180,San Antonio Spurs,United States,1985,West,Fans,6,7,79,1974.0,3.0,4.0
Gerald Wallace,F,220,Charlotte Bobcats,United States,2010,East,Coaches,6,7,79,2001.0,1.0,25.0
Gilbert Arenas,G,191,Washington Wizards,United States,2005,East,Coaches,6,3,75,2001.0,2.0,2.0
Gilbert Arenas,G,191,Washington Wizards,United States,2006,Eastern,Replacement,6,3,75,2001.0,2.0,2.0
Gilbert Arenas,G,191,Washington Wizards,United States,2007,East,Fans,6,3,75,2001.0,2.0,2.0
Glen Rice,SF,228,Charlotte Hornets,United States,1996,East,Coaches,6,8,80,1989.0,1.0,4.0
Glen Rice,SF,228,Charlotte Hornets,United States,1997,East,Coaches,6,8,80,1989.0,1.0,4.0
Glen Rice,SF,228,Charlotte Hornets,United States,1998,East,Coaches,6,8,80,1989.0,1.0,4.0
Glenn Robinson,SF,225,Milwaukee Bucks,United States,2000,East,Coaches,6,7,79,1994.0,1.0,1.0
Glenn Robinson,SF,225,Milwaukee Bucks,United States,2001,East,Coaches,6,7,79,1994.0,1.0,1.0
Grant Hill,SF,225,Detroit Pistons,United States,1995,East,Fans,6,8,80,1994.0,1.0,3.0
Grant Hill,SF,225,Detroit Pistons,United States,1996,East,Fans,6,8,80,1994.0,1.0,3.0
Grant Hill,SF,225,Detroit Pistons,United States,1997,East,Fans,6,8,80,1994.0,1.0,3.0
Grant Hill,SF,225,Detroit Pistons,United States,1998,East,Fans,6,8,80,1994.0,1.0,3.0
Grant Hill,SF,225,Detroit Pistons,United States,2000,East,Fans,6,8,80,1994.0,1.0,3.0
Grant Hill,SF,225,Orlando Magic,United States,2001,East,Fans,6,8,80,1994.0,1.0,3.0
Grant Hill,SF,225,Orlando Magic,United States,2005,East,Fans,6,8,80,1994.0,1.0,3.0
Gus Williams,G,175,Seattle SuperSonics,United States,1982,West,Fans,6,2,74,1975.0,2.0,2.0
Gus Williams,G,175,Seattle SuperSonics,United States,1983,West,Coaches,6,2,74,1975.0,2.0,2.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1985,West,Coaches,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1986,West,Coaches,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1987,West,Fans,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1988,West,Fans,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1989,West,Fans,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1990,West,Fans,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1992,West,Coaches,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1993,West,Coaches,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1994,West,Fans,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1995,West,Fans,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1996,West,Fans,7,0,84,1984.0,1.0,1.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1997,West,Fans,7,0,84,1984.0,1.0,1.0
Hersey Hawkins,SG,190,Philadelphia Sixers,United States,1991,Eastern,Replacement,6,3,75,1988.0,1.0,6.0
Horace Grant,PF,255,Chicago Bulls,United States,1994,Eastern,Replacement,6,10,82,1987.0,1.0,10.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1982,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1983,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1984,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1985,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1986,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1987,East,Coaches,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1988,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1989,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1990,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1991,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1992,East,Fans,6,1,73,1981.0,1.0,2.0
Isiah Thomas,PG,180,Detroit Pistons,United States,1993,East,Fans,6,1,73,1981.0,1.0,2.0
Jack Sikma,C,230,Seattle SuperSonics,United States,1980,West,Coaches,6,11,83,1977.0,1.0,8.0
Jack Sikma,C,230,Seattle SuperSonics,United States,1981,West,Coaches,6,11,83,1977.0,1.0,8.0
Jack Sikma,C,230,Seattle SuperSonics,United States,1982,West,Coaches,6,11,83,1977.0,1.0,8.0
Jack Sikma,C,230,Seattle SuperSonics,United States,1983,West,Coaches,6,11,83,1977.0,1.0,8.0
Jack Sikma,C,230,Seattle SuperSonics,United States,1984,West,Coaches,6,11,83,1977.0,1.0,8.0
Jack Sikma,C,230,Seattle SuperSonics,United States,1985,West,Coaches,6,11,83,1977.0,1.0,8.0
Jamaal Magloire,C,259,New Orleans Hornets,Canada,2004,East,Coaches,6,11,83,2000.0,1.0,19.0
Jamaal Wilkes,GF,190,Los Angeles Lakers,United States,1981,West,Coaches,6,6,78,1974.0,1.0,11.0
Jamaal Wilkes,GF,190,Los Angeles Lakers,United States,1983,West,Coaches,6,6,78,1974.0,1.0,11.0
Jamal Mashburn,SF,247,New Orleans Hornets,United States,2003,East,Coaches,6,8,80,1993.0,1.0,4.0
Jameer Nelson,G,190,Orlando Magic,United States,2009,East,Coaches,6,0,72,2004.0,1.0,20.0
James Donaldson,C,275,Dallas Mavericks,England,1988,West,Coaches,7,2,86,1979.0,4.0,7.0
James Worthy,SF,225,Los Angeles Lakers,United States,1986,West,Fans,6,9,81,1982.0,1.0,1.0
James Worthy,SF,225,Los Angeles Lakers,United States,1987,West,Fans,6,9,81,1982.0,1.0,1.0
James Worthy,SF,225,Los Angeles Lakers,United States,1988,West,Coaches,6,9,81,1982.0,1.0,1.0
James Worthy,SF,225,Los Angeles Lakers,United States,1989,West,Coaches,6,9,81,1982.0,1.0,1.0
James Worthy,SF,225,Los Angeles Lakers,United States,1990,West,Fans,6,9,81,1982.0,1.0,1.0
James Worthy,SF,225,Los Angeles Lakers,United States,1991,West,Coaches,6,9,81,1982.0,1.0,1.0
James Worthy,SF,225,Los Angeles Lakers,United States,1992,West,Coaches,6,9,81,1982.0,1.0,1.0
Jason Kidd,PG,210,Dallas Mavericks,United States,1996,West,Fans,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,Dallas Mavericks,United States,2010,Western,Replacement,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,New Jersey Nets,United States,2002,East,Coaches,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,New Jersey Nets,United States,2003,East,Coaches,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,New Jersey Nets,United States,2004,East,Coaches,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,New Jersey Nets,United States,2007,East,Coaches,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,New Jersey Nets,United States,2008,East,Fans,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,Phoenix Suns,United States,1998,West,Coaches,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,Phoenix Suns,United States,2000,West,Fans,6,4,76,1994.0,1.0,2.0
Jason Kidd,PG,210,Phoenix Suns,United States,2001,West,Fans,6,4,76,1994.0,1.0,2.0
Jayson Williams,FC,245,New Jersey Nets,United States,1998,East,Coaches,6,10,82,1990.0,1.0,21.0
Jeff Hornacek,SG,190,Phoenix Suns,United States,1992,West,Coaches,6,3,75,1986.0,2.0,22.0
Jeff Malone,SG,205,Washington Bullets,United States,1986,East,Coaches,6,4,76,1983.0,1.0,10.0
Jeff Malone,SG,205,Washington Bullets,United States,1987,East,Coaches,6,4,76,1983.0,1.0,10.0
Jeff Ruland,C,240,Washington Bullets,United States,1984,East,Coaches,6,10,82,1980.0,2.0,2.0
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2002,East,Coaches,6,11,83,1996.0,1.0,17.0
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2003,East,Fans,6,11,83,1996.0,1.0,17.0
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2004,East,Fans,6,11,83,1996.0,1.0,17.0
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2005,East,Coaches,6,11,83,1996.0,1.0,17.0
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2006,East,Fans,6,11,83,1996.0,1.0,17.0
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2007,East,Coaches,6,11,83,1996.0,1.0,17.0
Jerry Stackhouse,SF,218,Detroit Pistons,United States,2000,East,Coaches,6,6,78,1995.0,1.0,3.0
Jerry Stackhouse,SF,218,Detroit Pistons,United States,2001,East,Coaches,6,6,78,1995.0,1.0,3.0
Jim Paxson,SG,200,Portland Trail Blazers,United States,1983,West,Coaches,6,6,78,1979.0,1.0,12.0
Jim Paxson,SG,200,Portland Trail Blazers,United States,1984,West,Coaches,6,6,78,1979.0,1.0,12.0
Joe Barry Carroll,FC,225,Golden State Warriors,United States,1987,West,Coaches,7,0,84,1980.0,1.0,1.0
Joe Dumars,SG,190,Detroit Pistons,United States,1990,East,Coaches,6,3,75,1985.0,1.0,18.0
Joe Dumars,SG,190,Detroit Pistons,United States,1991,East,Coaches,6,3,75,1985.0,1.0,18.0
Joe Dumars,SG,190,Detroit Pistons,United States,1992,East,Coaches,6,3,75,1985.0,1.0,18.0
Joe Dumars,SG,190,Detroit Pistons,United States,1993,East,Coaches,6,3,75,1985.0,1.0,18.0
Joe Dumars,SG,190,Detroit Pistons,United States,1995,East,Coaches,6,3,75,1985.0,1.0,18.0
Joe Dumars,SG,190,Detroit Pistons,United States,1997,Eastern,Replacement,6,3,75,1985.0,1.0,18.0
Joe Johnson,SG,240,Atlanta Hawks,United States,2007,Eastern,Replacement,6,7,79,2001.0,1.0,10.0
Joe Johnson,SG,240,Atlanta Hawks,United States,2008,East,Coaches,6,7,79,2001.0,1.0,10.0
Joe Johnson,SG,240,Atlanta Hawks,United States,2009,East,Coaches,6,7,79,2001.0,1.0,10.0
Joe Johnson,SG,240,Atlanta Hawks,United States,2010,East,Coaches,6,7,79,2001.0,1.0,10.0
John Drew,GF,205,Atlanta Hawks,United States,1980,East,Fans,6,6,78,1974.0,2.0,7.0
John Stockton,PG,170,Utah Jazz,United States,1989,West,Coaches,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1990,West,Fans,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1991,West,Coaches,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1992,West,Coaches,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1993,West,Fans,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1994,West,Coaches,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1995,West,Coaches,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1996,West,Coaches,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,1997,West,Fans,6,1,73,1984.0,1.0,16.0
John Stockton,PG,170,Utah Jazz,United States,2000,West,Coaches,6,1,73,1984.0,1.0,16.0
Josh Howard,GF,210,Dallas Mavericks,United States,2007,Western,Replacement,6,7,79,2003.0,1.0,29.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1980,East,Fans,6,6,78,1972.0,1.0,12.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1981,East,Fans,6,6,78,1972.0,1.0,12.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1982,East,Fans,6,6,78,1972.0,1.0,12.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1983,East,Fans,6,6,78,1972.0,1.0,12.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1984,East,Fans,6,6,78,1972.0,1.0,12.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1985,East,Fans,6,6,78,1972.0,1.0,12.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1986,East,Fans,6,6,78,1972.0,1.0,12.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1987,East,Fans,6,6,78,1972.0,1.0,12.0
Juwan Howard,PF,240,Washington Bullets,United States,1996,East,Coaches,6,9,81,1994.0,1.0,5.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1980,West,Fans,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1981,West,Fans,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1982,West,Fans,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1983,West,Fans,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1984,West,Fans,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1985,West,Fans,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1986,West,Fans,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1987,West,Coaches,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1988,West,Coaches,7,2,86,1969.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1989,Western,Replacement,7,2,86,1969.0,1.0,1.0
Karl Malone,PF,265,Utah Jazz,United States,1988,West,Fans,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1989,West,Fans,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1990,West,Coaches,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1991,West,Fans,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1992,West,Fans,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1993,West,Fans,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1994,West,Coaches,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1995,West,Coaches,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1996,West,Coaches,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1997,West,Coaches,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,1998,West,Fans,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,2000,West,Coaches,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,2001,West,Coaches,6,9,81,1985.0,1.0,13.0
Karl Malone,PF,265,Utah Jazz,United States,2002,West,Coaches,6,9,81,1985.0,1.0,13.0
Kelly Tripucka,SF,220,Detroit Pistons,United States,1982,East,Coaches,6,6,78,1981.0,1.0,12.0
Kelly Tripucka,SF,220,Detroit Pistons,United States,1984,East,Coaches,6,6,78,1981.0,1.0,12.0
Kenny Anderson,PG,168,New Jersey Nets,United States,1994,East,Fans,6,0,72,1991.0,1.0,2.0
Kenyon Martin,F,240,New Jersey Nets,United States,2004,East,Coaches,6,9,81,2000.0,1.0,1.0
Kermit Washington,FC,230,Portland Trail Blazers,United States,1980,West,Coaches,6,8,80,1973.0,1.0,5.0
Kevin Duckworth,C,275,Portland Trail Blazers,United States,1989,West,Coaches,7,0,84,1986.0,2.0,9.0
Kevin Duckworth,C,275,Portland Trail Blazers,United States,1991,West,Coaches,7,0,84,1986.0,2.0,9.0
Kevin Durant,SF,240,Oklahoma City Thunder,United States,2010,West,Coaches,6,10,82,2007.0,1.0,2.0
Kevin Garnett,PF,240,Boston Celtics,United States,2008,East,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Boston Celtics,United States,2009,East,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Boston Celtics,United States,2010,East,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,1997,Western,Replacement,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,1998,West,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2000,West,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2001,West,Coaches,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2002,West,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2003,West,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2004,West,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2005,West,Fans,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2006,West,Coaches,6,11,83,1995.0,1.0,5.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2007,West,Fans,6,11,83,1995.0,1.0,5.0
Kevin Johnson,PG,180,Phoenix Suns,United States,1990,West,Coaches,6,1,73,1987.0,1.0,7.0
Kevin Johnson,PG,180,Phoenix Suns,United States,1991,West,Fans,6,1,73,1987.0,1.0,7.0
Kevin Johnson,PG,180,Phoenix Suns,United States,1994,West,Coaches,6,1,73,1987.0,1.0,7.0
Kevin McHale,PF,210,Boston Celtics,United States,1984,East,Coaches,6,10,82,1980.0,1.0,3.0
Kevin McHale,PF,210,Boston Celtics,United States,1986,East,Coaches,6,10,82,1980.0,1.0,3.0
Kevin McHale,PF,210,Boston Celtics,United States,1987,East,Coaches,6,10,82,1980.0,1.0,3.0
Kevin McHale,PF,210,Boston Celtics,United States,1988,East,Coaches,6,10,82,1980.0,1.0,3.0
Kevin McHale,PF,210,Boston Celtics,United States,1989,East,Coaches,6,10,82,1980.0,1.0,3.0
Kevin McHale,PF,210,Boston Celtics,United States,1990,East,Coaches,6,10,82,1980.0,1.0,3.0
Kevin McHale,PF,210,Boston Celtics,United States,1991,East,Coaches,6,10,82,1980.0,1.0,3.0
Kevin Willis,C,245,Atlanta Hawks,United States,1992,Eastern,Replacement,7,0,84,1984.0,1.0,11.0
Kiki Vandeweghe,SF,220,Denver Nuggets,United States,1983,West,Coaches,6,8,80,1980.0,1.0,11.0
Kiki Vandeweghe,SF,220,Denver Nuggets,United States,1984,West,Coaches,6,8,80,1980.0,1.0,11.0
